('algorithm', 'MR')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 23 Fscore 

[]
Round 24 global test acc  86.4948
Round 24 Fscore 

[]
Round 25 global test acc  87.8557
Round 25 Fscore 

[]
Round 26 global test acc  86.4433
Round 26 Fscore 

[]
Round 27 global test acc  83.5258
Round 27 Fscore 

[]
Round 28 global test acc  88.6495
Round 28 Fscore 

[]
Round 29 global test acc  85.5773
Round 29 Fscore 

[]
Round 30 global test acc  88.0103
Round 30 Fscore 

[]
Round 31 global test acc  86.9278
Round 31 Fscore 

[]
Round 32 global test acc  86.0412
Round 32 Fscore 

[]
Round 33 global test acc  79.6186
Round 33 Fscore 

[]
Round 34 global test acc  84.5052
Round 34 Fscore 

[]
Round 35 global test acc  86.8557
Round 35 Fscore 

[]
Round 36 global test acc  86.4948
Round 36 Fscore 

[]
Round 37 global test acc  87.0619
Round 37 Fscore 

[]
Round 38 global test acc  86.0619
Round 38 Fscore 

[]
Round 39 global test acc  86.8041
Round 39 Fscore 

[]
Round 40 global test acc  86.1546
Round 40 Fscore 

[]
Round 41 global test acc  87.0206
Round 41 Fscore 

[]
Round 42 global test acc  87.5052
Round 42 Fscore 

[]
Round 43 global test acc  87.2990
Round 43 Fscore 

[]
Round 44 global test acc  89.4227
Round 44 Fscore 

[]
Round 45 global test acc  87.4536
Round 45 Fscore 

[]
Round 46 global test acc  86.3711
Round 46 Fscore 

[]
Round 47 global test acc  84.4433
Round 47 Fscore 

[]
Round 48 global test acc  84.1340
Round 48 Fscore 

[]
Round 49 global test acc  85.2474
Round 49 Fscore 

[]
Round 50 global test acc  85.0000
Round 50 Fscore 

[]
Round 51 global test acc  85.8247
Round 51 Fscore 

[]
Round 52 global test acc  84.9278
Round 52 Fscore 

[]
Round 53 global test acc  34.7526
Round 53 Fscore 

[]
Round 54 global test acc  56.6701
Round 54 Fscore 

[]
Round 55 global test acc  82.2062
Round 55 Fscore 

[]
Round 56 global test acc  84.2062
Round 56 Fscore 

[]
Round 57 global test acc  86.0515
Round 57 Fscore 

[]
Round 58 global test acc  86.3505
Round 58 Fscore 

[]
Round 59 global test acc  86.8660
Round 59 Fscore 

[]
Round 60 global test acc  87.2887
Round 60 Fscore 

[]
Round 61 global test acc  83.6804
Round 61 Fscore 

[]
Round 62 global test acc  84.0515
Round 62 Fscore 

[]
Round 63 global test acc  84.7320
Round 63 Fscore 

[]
Round 64 global test acc  84.0103
Round 64 Fscore 

[]
Round 65 global test acc  80.0206
Round 65 Fscore 

[]
Round 66 global test acc  84.9691
Round 66 Fscore 

[]
Round 67 global test acc  86.5876
Round 67 Fscore 

[]
Round 68 global test acc  86.2784
Round 68 Fscore 

[]
Round 69 global test acc  82.9897
Round 69 Fscore 

[]
Round 70 global test acc  84.6701
Round 70 Fscore 

[]
Round 71 global test acc  83.0309
Round 71 Fscore 

[]
Round 72 global test acc  84.8866
Round 72 Fscore 

[]
Round 73 global test acc  85.3711
Round 73 Fscore 

[]
Round 74 global test acc  87.4639
Round 74 Fscore 

[]
Round 75 global test acc  83.2887
Round 75 Fscore 

[]
Round 76 global test acc  85.1031
Round 76 Fscore 

[]
Round 77 global test acc  87.1753
Round 77 Fscore 

[]
Round 78 global test acc  86.7010
Round 78 Fscore 

[]
Round 79 global test acc  85.0825
Round 79 Fscore 

[]
Round 80 global test acc  86.9381
Round 80 Fscore 

[]
Round 81 global test acc  85.9588
Round 81 Fscore 

[]
Round 82 global test acc  85.2371
Round 82 Fscore 

[]
Round 83 global test acc  84.2165
Round 83 Fscore 

[]
Round 84 global test acc  85.7732
Round 84 Fscore 

[]
Round 85 global test acc  87.7835
Round 85 Fscore 

[]
Round 86 global test acc  86.2062
Round 86 Fscore 

[]
Round 87 global test acc  83.7423
Round 87 Fscore 

[]
Round 88 global test acc  78.8866
Round 88 Fscore 

[]
Round 89 global test acc  83.3711
Round 89 Fscore 

[]
Round 90 global test acc  85.1134
Round 90 Fscore 

[]
Round 91 global test acc  85.8969
Round 91 Fscore 

[]
Round 92 global test acc  84.2887
Round 92 Fscore 

[]
Round 93 global test acc  82.5876
Round 93 Fscore 

[]
Round 94 global test acc  83.7423
Round 94 Fscore 

[]
Round 95 global test acc  85.8454
Round 95 Fscore 

[]
Round 96 global test acc  80.6392
Round 96 Fscore 

[]
Round 97 global test acc  85.3196
Round 97 Fscore 

[]
Round 98 global test acc  85.6495
Round 98 Fscore 

[]
Round 99 global test acc  85.0103
Round 99 Fscore 

[]
Round 100 global test acc  81.6392
Round 100 Fscore 

[]
Round 101 global test acc  83.8660
Round 101 Fscore 

[]
Round 102 global test acc  83.7732
Round 102 Fscore 

[]
Round 103 global test acc  84.5773
Round 103 Fscore 

[]
Round 104 global test acc  85.0412
Round 104 Fscore 

[]
Round 105 global test acc  84.1856
Round 105 Fscore 

[]
Round 106 global test acc  84.3608
Round 106 Fscore 

[]
Round 107 global test acc  84.4742
Round 107 Fscore 

[]
Round 108 global test acc  85.8351
Round 108 Fscore 

[]
Round 109 global test acc  81.5361
Round 109 Fscore 

[]
Round 110 global test acc  82.8969
Round 110 Fscore 

[]
Round 111 global test acc  84.7938
Round 111 Fscore 

[]
Round 112 global test acc  84.0928
Round 112 Fscore 

[]
Round 113 global test acc  84.0619
Round 113 Fscore 

[]
Round 114 global test acc  83.8763
Round 114 Fscore 

[]
Round 115 global test acc  83.4845
Round 115 Fscore 

[]
Round 116 global test acc  81.5464
Round 116 Fscore 

[]
Round 117 global test acc  84.0619
Round 117 Fscore 

[]
Round 118 global test acc  46.2474
Round 118 Fscore 

[]
Round 119 global test acc  82.5155
Round 119 Fscore 

[]
Round 120 global test acc  85.8454
Round 120 Fscore 

[]
Round 121 global test acc  84.4021
Round 121 Fscore 

[]
Round 122 global test acc  86.2784
Round 122 Fscore 

[]
Round 123 global test acc  85.6392
Round 123 Fscore 

[]
Round 124 global test acc  83.8969
Round 124 Fscore 

[]
Round 125 global test acc  85.5052
Round 125 Fscore 

[]
Round 126 global test acc  84.6392
Round 126 Fscore 

[]
Round 127 global test acc  82.8763
Round 127 Fscore 

[]
Round 128 global test acc  84.6392
Round 128 Fscore 

[]
Round 129 global test acc  85.8144
Round 129 Fscore 

[]
Round 130 global test acc  84.9072
Round 130 Fscore 

[]
Round 131 global test acc  86.7629
Round 131 Fscore 

[]
Round 132 global test acc  84.1753
Round 132 Fscore 

[]
Round 133 global test acc  85.4742
Round 133 Fscore 

[]
Round 134 global test acc  86.1340
Round 134 Fscore 

[]
Round 135 global test acc  86.9278
Round 135 Fscore 

[]
Round 136 global test acc  87.4227
Round 136 Fscore 

[]
Round 137 global test acc  86.7629
Round 137 Fscore 

[]
Round 138 global test acc  85.6082
Round 138 Fscore 

[]
Round 139 global test acc  86.5567
Round 139 Fscore 

[]
Round 140 global test acc  84.1959
Round 140 Fscore 

[]
Round 141 global test acc  83.5670
Round 141 Fscore 

[]
Round 142 global test acc  85.6701
Round 142 Fscore 

[]
Round 143 global test acc  85.3196
Round 143 Fscore 

[]
Round 144 global test acc  84.1443
Round 144 Fscore 

[]
Round 145 global test acc  87.4639
Round 145 Fscore 

[]
Round 146 global test acc  84.1134
Round 146 Fscore 

[]
Round 147 global test acc  85.4948
Round 147 Fscore 

[]
Round 148 global test acc  82.6289
Round 148 Fscore 

[]
Round 149 global test acc  79.2062
Round 149 Fscore 

[]
Round 150 global test acc  82.6289
Round 150 Fscore 

[]
Round 151 global test acc  84.7938
Round 151 Fscore 

[]
Round 152 global test acc  84.5979
Round 152 Fscore 

[]
Round 153 global test acc  83.5052
Round 153 Fscore 

[]
Round 154 global test acc  82.5876
Round 154 Fscore 

[]
Round 155 global test acc  83.0515
Round 155 Fscore 

[]
Round 156 global test acc  84.1031
Round 156 Fscore 

[]
Round 157 global test acc  83.7526
Round 157 Fscore 

[]
Round 158 global test acc  84.8660
Round 158 Fscore 

[]
Round 159 global test acc  84.1856
Round 159 Fscore 

[]
Round 160 global test acc  83.1443
Round 160 Fscore 

[]
Round 161 global test acc  84.4330
Round 161 Fscore 

[]
Round 162 global test acc  85.5773
Round 162 Fscore 

[]
Round 163 global test acc  86.4536
Round 163 Fscore 

[]
Round 164 global test acc  86.5464
Round 164 Fscore 

[]
Round 165 global test acc  86.3918
Round 165 Fscore 

[]
Round 166 global test acc  85.9588
Round 166 Fscore 

[]
Round 167 global test acc  84.9175
Round 167 Fscore 

[]
Round 168 global test acc  85.7526
Round 168 Fscore 

[]
Round 169 global test acc  83.8247
Round 169 Fscore 

[]
Round 170 global test acc  85.0412
Round 170 Fscore 

[]
Round 171 global test acc  85.5464
Round 171 Fscore 

[]
Round 172 global test acc  84.9897
Round 172 Fscore 

[]
Round 173 global test acc  85.4742
Round 173 Fscore 

[]
Round 174 global test acc  78.7216
Round 174 Fscore 

[]
Round 175 global test acc  83.5670
Round 175 Fscore 

[]
Round 176 global test acc  83.9072
Round 176 Fscore 

[]
Round 177 global test acc  84.1753
Round 177 Fscore 

[]
Round 178 global test acc  83.5361
Round 178 Fscore 

[]
Round 179 global test acc  83.8557
Round 179 Fscore 

[]
Round 180 global test acc  84.7732
Round 180 Fscore 

[]
Round 181 global test acc  83.9588
Round 181 Fscore 

[]
Round 182 global test acc  84.5876
Round 182 Fscore 

[]
Round 183 global test acc  85.5464
Round 183 Fscore 

[]
Round 184 global test acc  84.1031
Round 184 Fscore 

[]
Round 185 global test acc  84.7113
Round 185 Fscore 

[]
Round 186 global test acc  82.7732
Round 186 Fscore 

[]
Round 187 global test acc  81.3608
Round 187 Fscore 

[]
Round 188 global test acc  82.9175
Round 188 Fscore 

[]
Round 189 global test acc  83.4639
Round 189 Fscore 

[]
Round 190 global test acc  82.7423
Round 190 Fscore 

[]
Round 191 global test acc  84.4227
Round 191 Fscore 

[]
Round 192 global test acc  84.4742
Round 192 Fscore 

[]
Round 193 global test acc  83.8351
Round 193 Fscore 

[]
Round 194 global test acc  84.3196
Round 194 Fscore 

[]
Round 195 global test acc  83.4227
Round 195 Fscore 

[]
Round 196 global test acc  83.5258
Round 196 Fscore 

[]
Round 197 global test acc  83.4948
Round 197 Fscore 

[]
Round 198 global test acc  84.1546
Round 198 Fscore 

[]
Round 199 global test acc  84.7216
Round 199 Fscore 

[0.8785046935081482, 0.7560975551605225, 0.9452954530715942, 0.9429175853729248, 0.6891891360282898, 0.8680351972579956, 0.8707482814788818, 0.9514066576957703, 0.9606987237930298, 0.9473684430122375, 0.805555522441864, 0.9333333373069763, 0.9237668514251709, 0.9618104100227356, 0.7534247040748596, 0.9638554453849792, 0.9365853071212769, 0.7772021293640137, 0.7153846621513367, 0.9020979404449463, 0.888888955116272, 0.5102040767669678, 0.8136645555496216, 0.9624572992324829, 0.9353233575820923, 0.8333333730697632, 0.7752442359924316, 0.9595782160758972, 0.9575288891792297, 0.8709677457809448, 0.9170731902122498, 0.8705583810806274, 0.9615384340286255, 0.9368420839309692, 0.8914728760719299, 0.8144330382347107, 0.7674418091773987, 0.8593448996543884, 0.9352112412452698, 0.7938930988311768, 0.9397590160369873, 0.8805031180381775, 0.875, 0.9206730723381042, 0.9245283007621765, 0.9635036587715149, 0.9024792909622192, 0.898901104927063, 0.9387755393981934, 0.9015024900436401, 0.8169013857841492, 0.9834254384040833, 0.9282700419425964, 0.8395061492919922, 0.8613445162773132, 0.900153636932373, 0.93113774061203, 0.881944477558136, 0.9417040348052979, 0.9427860379219055, 0.8652482032775879, 0.8888888955116272, 0.897097647190094, 0.7662835121154785, 0.7176470756530762, 0.695081889629364, 0.9156626462936401, 0.9047618508338928, 0.7407407164573669, 0.8703169822692871, 0.8272727131843567, 0.9053117632865906, 0.9550320506095886, 0.6976744532585144, 0.8832335472106934, 0.7070707082748413, 0.9595686793327332, 0.913857638835907, 0.9131402373313904, 0.807860255241394, 0.8535979986190796, 0.8033126592636108, 0.6511627435684204, 0.9445910453796387, 0.8917470574378967, 0.8209876418113708, 0.8502024412155151, 0.6829268336296082, 0.9145427346229553, 0.8344827890396118, 0.8979591727256775, 0.8764569163322449, 0.9434889554977417, 0.7033898830413818, 0.9600000381469727, 0.8402367234230042, 0.8073022365570068, 0.8974359035491943, 0.8830715417861938, 0.9605734944343567]
time : 1285.13866853714
