('algorithm', 'FedCorr')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417
LeNet(
  (conv1): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))
  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (batch_norm): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=400, out_features=120, bias=True)
  (fc2): Linear(in_features=120, out_features=84, bias=True)
  (fc3): Linear(in_features=84, out_features=10, bias=True)
)
Round 0 global test acc  96.5100
Round 1 global test acc  96.2000
Round 2 global test acc  96.0200
Round 3 global test acc  96.3300
Round 4 global test acc  96.2000
Round 5 global test acc  96.4500
Round 6 global test acc  96.3900
Round 7 global test acc  96.3300
Round 8 global test acc  96.0600
Round 9 global test acc  96.4500
Round 10 global test acc  96.3900
Round 11 global test acc  96.4400
Round 12 global test acc  96.3500
Round 13 global test acc  96.3300
Round 14 global test acc  96.3900
Round 15 global test acc  96.0200
Round 16 global test acc  96.3900
Round 17 global test acc  96.4400
Round 18 global test acc  96.1500
Round 19 global test acc  96.2800
Round 20 global test acc  96.3400
Round 21 global test acc  96.0300
Round 22 global test acc  96.0600
Round 23 global test acc  96.3600
Round 24 global test acc  96.4100
Round 25 global test acc  96.2100
Round 26 global test acc  96.2600
Round 27 global test acc  96.3100
Round 28 global test acc  96.2400
Round 29 global test acc  96.4400
Round 30 global test acc  96.5000
Round 31 global test acc  96.5700
Round 32 global test acc  96.5000
Round 33 global test acc  96.3100
Round 34 global test acc  96.4200
Round 35 global test acc  96.4800
Round 36 global test acc  96.4300
Round 37 global test acc  96.1200
Round 38 global test acc  96.0600
Round 39 global test acc  96.1800
Round 40 global test acc  96.3100
Round 41 global test acc  96.5100
Round 42 global test acc  96.5500
Round 43 global test acc  96.2100
Round 44 global test acc  95.9900
Round 45 global test acc  96.0900
Round 46 global test acc  96.3100
Round 47 global test acc  96.2400
Round 48 global test acc  96.3200
Round 49 global test acc  96.1100
Round 50 global test acc  96.2700
Round 51 global test acc  96.2200
Round 52 global test acc  95.7900
Round 53 global test acc  96.1300
Round 54 global test acc  96.3700
Round 55 global test acc  96.1700
Round 56 global test acc  96.4700
Round 57 global test acc  96.4700
Round 58 global test acc  96.2500
Round 59 global test acc  96.1000
Round 60 global test acc  95.9600
Round 61 global test acc  96.1800
Round 62 global test acc  96.4100
Round 63 global test acc  96.2700
Round 64 global test acc  96.0600
Round 65 global test acc  96.1500
Round 66 global test acc  95.9800
Round 67 global test acc  96.1000
Round 68 global test acc  96.3600
Round 69 global test acc  96.1600
Round 70 global test acc  96.0600
Round 71 global test acc  96.1700
Round 72 global test acc  96.3400
Round 73 global test acc  96.2100
Round 74 global test acc  96.4500
Round 75 global test acc  96.0400
Round 76 global test acc  96.7700
Round 77 global test acc  96.4000
Round 78 global test acc  96.3600
Round 79 global test acc  96.3600
Round 80 global test acc  96.4800
Round 81 global test acc  95.9200
Round 82 global test acc  96.5000
Round 83 global test acc  96.3600
Round 84 global test acc  96.5600
Round 85 global test acc  96.3200
Round 86 global test acc  96.2800
Round 87 global test acc  96.0500
Round 88 global test acc  96.5100
Round 89 global test acc  96.5200
Round 90 global test acc  96.5900
Round 91 global test acc  96.4400
Round 92 global test acc  96.3800
Round 93 global test acc  96.4800
Round 94 global test acc  96.0700
Round 95 global test acc  96.2500
Round 96 global test acc  96.2800
Round 97 global test acc  96.2400
Round 98 global test acc  96.1000
Round 99 global test acc  96.0200
Round 100 global test acc  95.9500
Round 101 global test acc  96.4100
Round 102 global test acc  96.1100
Round 103 global test acc  96.1300
Round 104 global test acc  96.2800
Round 105 global test acc  95.9900
Round 106 global test acc  95.8400
Round 107 global test acc  95.8700
Round 108 global test acc  96.2700
Round 109 global test acc  96.1200
Round 110 global test acc  95.5800
Round 111 global test acc  95.9700
Round 112 global test acc  96.4000
Round 113 global test acc  96.1400
Round 114 global test acc  96.4700
Round 115 global test acc  96.2300
Round 116 global test acc  96.2500
Round 117 global test acc  96.0300
Round 118 global test acc  95.8700
Round 119 global test acc  95.7600
Round 120 global test acc  96.0400
Round 121 global test acc  95.7800
Round 122 global test acc  96.1700
Round 123 global test acc  96.0900
Round 124 global test acc  95.7000
Round 125 global test acc  95.6600
Round 126 global test acc  96.2900
Round 127 global test acc  95.9100
Round 128 global test acc  96.0000
Round 129 global test acc  95.6600
Round 130 global test acc  96.1700
Round 131 global test acc  95.9600
Round 132 global test acc  95.8800
Round 133 global test acc  95.7300
Round 134 global test acc  95.9800
Round 135 global test acc  96.1100
Round 136 global test acc  96.2100
Round 137 global test acc  96.0700
Round 138 global test acc  95.7800
Round 139 global test acc  95.7000
Round 140 global test acc  95.7800
Round 141 global test acc  95.8800
Round 142 global test acc  95.8300
Round 143 global test acc  95.6100
Round 144 global test acc  95.6900
Round 145 global test acc  95.9900
Round 146 global test acc  96.1600
Round 147 global test acc  96.2300
Round 148 global test acc  95.8200
Round 149 global test acc  96.2400
Round 150 global test acc  95.9500
Round 151 global test acc  96.2500
Round 152 global test acc  95.9500
Round 153 global test acc  95.9500
Round 154 global test acc  96.1500
Round 155 global test acc  95.9800
Round 156 global test acc  95.9700
Round 157 global test acc  95.9400
Round 158 global test acc  95.9900
Round 159 global test acc  95.9700
Round 160 global test acc  95.9000
Round 161 global test acc  96.1000
Round 162 global test acc  95.9700
Round 163 global test acc  96.0900
Round 164 global test acc  95.5800
Round 165 global test acc  96.2300
Round 166 global test acc  96.1400
Round 167 global test acc  96.0400
Round 168 global test acc  95.7700
Round 169 global test acc  95.9000
Round 170 global test acc  96.0700
Round 171 global test acc  96.1700
Round 172 global test acc  95.7400
Round 173 global test acc  95.8000
Round 174 global test acc  95.6800
Round 175 global test acc  95.8500
Round 176 global test acc  95.9600
Round 177 global test acc  96.0400
Round 178 global test acc  96.2600
Round 179 global test acc  95.8600
Round 180 global test acc  96.2600
Round 181 global test acc  95.9100
Round 182 global test acc  95.8500
Round 183 global test acc  95.9900
Round 184 global test acc  96.0900
Round 185 global test acc  95.8200
Round 186 global test acc  96.0100
Round 187 global test acc  96.0000
Round 188 global test acc  96.1900
Round 189 global test acc  95.7700
Round 190 global test acc  95.5400
Round 191 global test acc  95.6000
Round 192 global test acc  95.9400
Round 193 global test acc  95.8100
Round 194 global test acc  96.1400
Round 195 global test acc  96.1300
Round 196 global test acc  95.9200
Round 197 global test acc  95.6300
Round 198 global test acc  95.5600
Round 199 global test acc  95.8200
time : 8487.318103551865

