('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.3)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 157 train loss  -31.9783
Round 157 global test acc  95.6200 


Rounds 158 filter noisy data:
Round 158 train loss  -32.0424
Round 158 global test acc  95.5100 


Rounds 159 filter noisy data:
Round 159 train loss  -31.9705
Round 159 global test acc  95.5300 


Rounds 160 filter noisy data:
Round 160 train loss  -32.0024
Round 160 global test acc  95.3000 


Rounds 161 filter noisy data:
Round 161 train loss  -32.0955
Round 161 global test acc  95.5300 


Rounds 162 filter noisy data:
Round 162 train loss  -32.0491
Round 162 global test acc  95.3700 


Rounds 163 filter noisy data:
Round 163 train loss  -32.1142
Round 163 global test acc  95.5400 


Rounds 164 filter noisy data:
Round 164 train loss  -32.0626
Round 164 global test acc  95.5600 


Rounds 165 filter noisy data:
Round 165 train loss  -32.2689
Round 165 global test acc  95.7600 


Rounds 166 filter noisy data:
Round 166 train loss  -31.7375
Round 166 global test acc  95.6800 


Rounds 167 filter noisy data:
Round 167 train loss  -31.8944
Round 167 global test acc  95.6800 


Rounds 168 filter noisy data:
Round 168 train loss  -31.9373
Round 168 global test acc  95.6000 


Rounds 169 filter noisy data:
Round 169 train loss  -32.2787
Round 169 global test acc  95.4600 


Rounds 170 filter noisy data:
Round 170 train loss  -32.2007
Round 170 global test acc  95.7600 


Rounds 171 filter noisy data:
Round 171 train loss  -32.2573
Round 171 global test acc  95.8100 


Rounds 172 filter noisy data:
Round 172 train loss  -32.3200
Round 172 global test acc  95.5500 


Rounds 173 filter noisy data:
Round 173 train loss  -32.4540
Round 173 global test acc  95.7400 


Rounds 174 filter noisy data:
Round 174 train loss  -32.2960
Round 174 global test acc  95.5100 


Rounds 175 filter noisy data:
Round 175 train loss  -32.3335
Round 175 global test acc  95.6600 


Rounds 176 filter noisy data:
Round 176 train loss  -32.4359
Round 176 global test acc  95.6700 


Rounds 177 filter noisy data:
Round 177 train loss  -32.3197
Round 177 global test acc  95.8300 


Rounds 178 filter noisy data:
Round 178 train loss  -32.0525
Round 178 global test acc  95.8200 


Rounds 179 filter noisy data:
Round 179 train loss  -32.1211
Round 179 global test acc  95.8200 


Rounds 180 filter noisy data:
Round 180 train loss  -32.2402
Round 180 global test acc  95.8000 


Rounds 181 filter noisy data:
Round 181 train loss  -31.8932
Round 181 global test acc  95.5900 


Rounds 182 filter noisy data:
Round 182 train loss  -32.0484
Round 182 global test acc  95.8500 


Rounds 183 filter noisy data:
Round 183 train loss  -32.1555
Round 183 global test acc  95.7800 


Rounds 184 filter noisy data:
Round 184 train loss  -32.2733
Round 184 global test acc  95.6900 


Rounds 185 filter noisy data:
Round 185 train loss  -32.1207
Round 185 global test acc  95.8800 


Rounds 186 filter noisy data:
Round 186 train loss  -32.3114
Round 186 global test acc  95.8500 


Rounds 187 filter noisy data:
Round 187 train loss  -32.2588
Round 187 global test acc  95.8700 


Rounds 188 filter noisy data:
Round 188 train loss  -32.3254
Round 188 global test acc  95.8200 


Rounds 189 filter noisy data:
Round 189 train loss  -32.2307
Round 189 global test acc  95.9700 


Rounds 190 filter noisy data:
Round 190 train loss  -32.1068
Round 190 global test acc  95.8300 


Rounds 191 filter noisy data:
Round 191 train loss  -32.1298
Round 191 global test acc  95.6100 


Rounds 192 filter noisy data:
Round 192 train loss  -32.0503
Round 192 global test acc  95.8300 


Rounds 193 filter noisy data:
Round 193 train loss  -31.9508
Round 193 global test acc  95.5900 


Rounds 194 filter noisy data:
Round 194 train loss  -32.2218
Round 194 global test acc  95.6100 


Rounds 195 filter noisy data:
Round 195 train loss  -32.3716
Round 195 global test acc  95.6100 


Rounds 196 filter noisy data:
Round 196 train loss  -32.1006
Round 196 global test acc  95.6800 


Rounds 197 filter noisy data:
Round 197 train loss  -32.0588
Round 197 global test acc  95.7800 


Rounds 198 filter noisy data:
Round 198 train loss  -32.0507
Round 198 global test acc  96.0900 


Rounds 199 filter noisy data:
Round 199 train loss  -32.0959
Round 199 global test acc  95.8600 

Round 199 Fscore 

[0.9586777091026306, 0.9041095972061157, 0.9782082438468933, 0.9775641560554504, 0.9469387531280518, 0.9716231822967529, 0.9602888226509094, 0.9780380129814148, 0.9870129823684692, 0.9777778387069702, 0.947692334651947, 0.9735182523727417, 0.9788867235183716, 0.9838710427284241, 0.9833794832229614, 0.9753086566925049, 0.9691358208656311, 0.9587301015853882, 0.937269389629364, 0.9683794379234314, 0.9688888788223267, 0.9171270728111267, 0.9349112510681152, 0.9678362011909485, 0.9795222282409668, 0.9465020895004272, 0.9545454382896423, 0.9800995588302612, 0.9732047319412231, 0.9519650340080261, 0.9702602028846741, 0.9900332093238831, 0.9782293438911438, 0.9770774245262146, 0.9702970385551453, 0.9411765336990356, 0.8945147395133972, 0.9701492786407471, 0.9803921580314636, 0.9517241716384888, 0.9863013625144958, 0.9625246524810791, 0.96875, 0.9797421097755432, 0.9765012860298157, 0.9807407259941101, 0.9846153855323792, 0.968181848526001, 0.9745222926139832, 0.9771863222122192, 0.9689922332763672, 0.9760765433311462, 0.9608938097953796, 0.9830508828163147, 0.974117636680603, 0.9717223048210144, 0.957198441028595, 0.9729729890823364, 0.9789029359817505, 0.9815303087234497, 0.9421488046646118, 0.9545454382896423, 0.9718310236930847, 0.963855504989624, 0.9152542352676392, 0.8993289470672607, 0.9655172824859619, 0.982107400894165, 0.8942307829856873, 0.9707316756248474, 0.9385474920272827, 0.9716312289237976, 0.9805447459220886, 0.9450548887252808, 0.9918698668479919, 0.9486166834831238, 0.9780645370483398, 0.982062816619873, 0.9698795080184937, 0.9333332777023315, 0.9670329689979553, 0.970099687576294, 0.8837209343910217, 0.9816700220108032, 0.9720853567123413, 0.9775280952453613, 0.9636803865432739, 0.910891056060791, 0.977319598197937, 0.9669902324676514, 0.9595015645027161, 0.9828392863273621, 0.9778761267662048, 0.9384615421295166, 0.990990936756134, 0.9078947305679321, 0.9370078444480896, 0.9511111378669739, 0.9776951670646667, 0.978723406791687]
time : 8993.456106901169
('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.9)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7594
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8646
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5925
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5479
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8425
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5595
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7496
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4991
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.4991
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.4668
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.7807
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5329
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.4983
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5629
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5886
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.4919
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5686
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7593
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.7941
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5564
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.6914
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8709
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.6783
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6122
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4580
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8094
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8128
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.4941
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5214
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8155
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.6904
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.5969
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.5016
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5251
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.6985
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7715
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8744
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.8015
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6005
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.8066
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4835
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7516
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.8098
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4708
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6009
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.4870
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.5770
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5770
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5727
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4904
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7477
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4803
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7042
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5242
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6521
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5803
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6229
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.7093
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5136
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.5341
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8103
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6263
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5378
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8256
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8137
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8515
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7783
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5067
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8406
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.6819
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8671
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7189
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4608
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.8895
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5068
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7569
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.6159
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5378
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5159
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7542
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5631
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.7156
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8626
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5662
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4970
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6098
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.8131
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8569
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5054
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6066
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5875
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5365
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5673
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.8145
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.4798
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.7979
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8110
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7894
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5955
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5262
Rounds 0 early training:
Round 0 train loss  2.2829
Round 0 global test acc  36.5500 

Rounds 1 early training:
Round 1 train loss  2.2264
Round 1 global test acc  11.4500 

Rounds 2 early training:
Round 2 train loss  2.0164
Round 2 global test acc  11.3500 

Rounds 3 early training:
Round 3 train loss  1.5758
Round 3 global test acc  11.6800 

Rounds 4 early training:
Round 4 train loss  1.0967
Round 4 global test acc  11.3500 

Rounds 5 early training:
Round 5 train loss  0.5978
Round 5 global test acc  11.3500 

Rounds 6 early training:
Round 6 train loss  -0.1279
Round 6 global test acc  9.8000 

Rounds 7 early training:
Round 7 train loss  -1.7991
Round 7 global test acc  17.5000 

Rounds 8 early training:
Round 8 train loss  -3.6527
Round 8 global test acc  12.0000 

Rounds 9 early training:
Round 9 train loss  -5.8410
Round 9 global test acc  35.3500 

Rounds 10 early training:
Round 10 train loss  -8.8873
Round 10 global test acc  54.6900 

Rounds 11 filter noisy data:
Round 11 train loss  -25.4299
Round 11 global test acc  69.6400 

Rounds 12 filter noisy data:
Round 12 train loss  -27.5246
Round 12 global test acc  68.6700 

Rounds 13 filter noisy data:
Round 13 train loss  -28.5686
Round 13 global test acc  78.4800 

Rounds 14 filter noisy data:
Round 14 train loss  -30.0224
Round 14 global test acc  84.8500 

Rounds 15 filter noisy data:
Round 15 train loss  -29.4328
Round 15 global test acc  84.6300 

Rounds 16 filter noisy data:
Round 16 train loss  -29.8403
Round 16 global test acc  86.5800 

Rounds 17 filter noisy data:
Round 17 train loss  -29.4758
Round 17 global test acc  79.6600 

Rounds 18 filter noisy data:
Round 18 train loss  -29.8616
Round 18 global test acc  86.4200 

Rounds 19 filter noisy data:
Round 19 train loss  -30.2474
Round 19 global test acc  88.7000 

Rounds 20 filter noisy data:
Round 20 train loss  -30.0940
Round 20 global test acc  87.9900 

Rounds 21 filter noisy data:
Round 21 train loss  -29.8215
Round 21 global test acc  89.4200 

Rounds 22 filter noisy data:
Round 22 train loss  -30.3913
Round 22 global test acc  90.5200 

Rounds 23 filter noisy data:
Round 23 train loss  -29.3781
Round 23 global test acc  85.9100 

Rounds 24 filter noisy data:
Round 24 train loss  -30.1688
Round 24 global test acc  86.9100 

Rounds 25 filter noisy data:
Round 25 train loss  -30.1780
Round 25 global test acc  88.6900 

Rounds 26 filter noisy data:
Round 26 train loss  -30.5197
Round 26 global test acc  59.0900 

Rounds 27 filter noisy data:
Round 27 train loss  -29.0401
Round 27 global test acc  83.5400 

Rounds 28 filter noisy data:
Round 28 train loss  -29.9893
Round 28 global test acc  89.6800 

Rounds 29 filter noisy data:
Round 29 train loss  -29.6170
Round 29 global test acc  89.4700 

Rounds 30 filter noisy data:
Round 30 train loss  -29.4275
Round 30 global test acc  89.0500 

Rounds 31 filter noisy data:
Round 31 train loss  -29.6599
Round 31 global test acc  89.8000 

Rounds 32 filter noisy data:
Round 32 train loss  -29.7433
Round 32 global test acc  91.1500 

Rounds 33 filter noisy data:
Round 33 train loss  -28.9797
Round 33 global test acc  90.4200 

Rounds 34 filter noisy data:
Round 34 train loss  -30.8163
Round 34 global test acc  90.4500 

Rounds 35 filter noisy data:
Round 35 train loss  -30.3196
Round 35 global test acc  90.0800 

Rounds 36 filter noisy data:
Round 36 train loss  -31.0980
Round 36 global test acc  91.0900 

Rounds 37 filter noisy data:
Round 37 train loss  -29.7151
Round 37 global test acc  89.0000 

Rounds 38 filter noisy data:
Round 38 train loss  -30.2618
Round 38 global test acc  89.9800 

Rounds 39 filter noisy data:
Round 39 train loss  -30.5582
Round 39 global test acc  90.3200 

Rounds 40 filter noisy data:
Round 40 train loss  -30.7155
Round 40 global test acc  90.8100 

Rounds 41 filter noisy data:
Round 41 train loss  -30.7926
Round 41 global test acc  91.4800 

Rounds 42 filter noisy data:
Round 42 train loss  -30.8648
Round 42 global test acc  91.2600 

Rounds 43 filter noisy data:
Round 43 train loss  -30.6750
Round 43 global test acc  91.8400 

Rounds 44 filter noisy data:
Round 44 train loss  -29.7706
Round 44 global test acc  90.9400 

Rounds 45 filter noisy data:
Round 45 train loss  -30.7022
Round 45 global test acc  91.9100 

Rounds 46 filter noisy data:
Round 46 train loss  -31.1420
Round 46 global test acc  92.4500 

Rounds 47 filter noisy data:
Round 47 train loss  -30.8129
Round 47 global test acc  93.4600 

Rounds 48 filter noisy data:
Round 48 train loss  -30.3449
Round 48 global test acc  92.6900 

Rounds 49 filter noisy data:
Round 49 train loss  -30.6854
Round 49 global test acc  91.6500 

Rounds 50 filter noisy data:
Round 50 train loss  -30.4916
Round 50 global test acc  91.8900 

Rounds 51 filter noisy data:
Round 51 train loss  -30.6231
Round 51 global test acc  92.7100 

Rounds 52 filter noisy data:
Round 52 train loss  -30.7328
Round 52 global test acc  92.6900 

Rounds 53 filter noisy data:
Round 53 train loss  -30.6760
Round 53 global test acc  93.5900 

Rounds 54 filter noisy data:
Round 54 train loss  -31.1933
Round 54 global test acc  92.9800 

Rounds 55 filter noisy data:
Round 55 train loss  -30.7512
Round 55 global test acc  91.3000 

Rounds 56 filter noisy data:
Round 56 train loss  -29.5479
Round 56 global test acc  92.6800 

Rounds 57 filter noisy data:
Round 57 train loss  -31.0495
Round 57 global test acc  93.5800 

Rounds 58 filter noisy data:
Round 58 train loss  -30.4587
Round 58 global test acc  92.9500 

Rounds 59 filter noisy data:
Round 59 train loss  -31.1015
Round 59 global test acc  93.5400 

Rounds 60 filter noisy data:
Round 60 train loss  -31.2243
Round 60 global test acc  93.2500 

Rounds 61 filter noisy data:
Round 61 train loss  -31.5279
Round 61 global test acc  92.7800 

Rounds 62 filter noisy data:
Round 62 train loss  -30.8909
Round 62 global test acc  92.4000 

Rounds 63 filter noisy data:
Round 63 train loss  -31.7326
Round 63 global test acc  92.5500 

Rounds 64 filter noisy data:
Round 64 train loss  -31.0525
Round 64 global test acc  93.5400 

Rounds 65 filter noisy data:
Round 65 train loss  -30.1625
Round 65 global test acc  80.8600 

Rounds 66 filter noisy data:
Round 66 train loss  -30.5277
Round 66 global test acc  91.9000 

Rounds 67 filter noisy data:
Round 67 train loss  -30.1189
Round 67 global test acc  92.1200 

Rounds 68 filter noisy data:
Round 68 train loss  -30.7183
Round 68 global test acc  91.6500 

Rounds 69 filter noisy data:
Round 69 train loss  -30.9778
Round 69 global test acc  92.3600 

Rounds 70 filter noisy data:
Round 70 train loss  -31.0435
Round 70 global test acc  93.1300 

Rounds 71 filter noisy data:
Round 71 train loss  -30.6439
Round 71 global test acc  92.8700 

Rounds 72 filter noisy data:
Round 72 train loss  -30.1698
Round 72 global test acc  92.8400 

Rounds 73 filter noisy data:
Round 73 train loss  -31.5984
Round 73 global test acc  92.5500 

Rounds 74 filter noisy data:
Round 74 train loss  -29.9219
Round 74 global test acc  91.5100 

Rounds 75 filter noisy data:
Round 75 train loss  -31.0562
Round 75 global test acc  92.0600 

Rounds 76 filter noisy data:
Round 76 train loss  -30.5260
Round 76 global test acc  92.3300 

Rounds 77 filter noisy data:
Round 77 train loss  -30.9359
Round 77 global test acc  93.0900 

Rounds 78 filter noisy data:
Round 78 train loss  -31.4035
Round 78 global test acc  93.1500 

Rounds 79 filter noisy data:
Round 79 train loss  -31.2116
Round 79 global test acc  93.7500 

Rounds 80 filter noisy data:
Round 80 train loss  -31.0852
Round 80 global test acc  90.1000 

Rounds 81 filter noisy data:
Round 81 train loss  -31.4090
Round 81 global test acc  92.2800 

Rounds 82 filter noisy data:
Round 82 train loss  -31.4502
Round 82 global test acc  93.4000 

Rounds 83 filter noisy data:
Round 83 train loss  -30.7416
Round 83 global test acc  93.1300 

Rounds 84 filter noisy data:
Round 84 train loss  -31.5887
Round 84 global test acc  93.3300 

Rounds 85 filter noisy data:
Round 85 train loss  -31.8119
Round 85 global test acc  93.6400 

Rounds 86 filter noisy data:
Round 86 train loss  -30.9082
Round 86 global test acc  93.1800 

Rounds 87 filter noisy data:
Round 87 train loss  -31.3552
Round 87 global test acc  92.9100 

Rounds 88 filter noisy data:
Round 88 train loss  -31.4478
Round 88 global test acc  93.6700 

Rounds 89 filter noisy data:
Round 89 train loss  -29.9550
Round 89 global test acc  93.4500 

Rounds 90 filter noisy data:
Round 90 train loss  -30.2487
Round 90 global test acc  92.8300 

Rounds 91 filter noisy data:
Round 91 train loss  -30.8684
Round 91 global test acc  92.0600 

Rounds 92 filter noisy data:
Round 92 train loss  -31.2216
Round 92 global test acc  92.4000 

Rounds 93 filter noisy data:
Round 93 train loss  -31.2157
Round 93 global test acc  93.0000 

Rounds 94 filter noisy data:
Round 94 train loss  -31.4318
Round 94 global test acc  93.4800 

Rounds 95 filter noisy data:
Round 95 train loss  -31.1910
Round 95 global test acc  93.3700 

Rounds 96 filter noisy data:
Round 96 train loss  -31.5582
Round 96 global test acc  93.5200 

Rounds 97 filter noisy data:
Round 97 train loss  -31.4291
Round 97 global test acc  93.8900 

Rounds 98 filter noisy data:
Round 98 train loss  -32.0939
Round 98 global test acc  94.3600 

Rounds 99 filter noisy data:
Round 99 train loss  -31.5866
Round 99 global test acc  94.5600 

Rounds 100 filter noisy data:
Round 100 train loss  -31.6556
Round 100 global test acc  94.4600 

Rounds 101 filter noisy data:
Round 101 train loss  -31.5266
Round 101 global test acc  94.1200 

Rounds 102 filter noisy data:
Round 102 train loss  -30.8821
Round 102 global test acc  93.5100 

Rounds 103 filter noisy data:
Round 103 train loss  -31.6028
Round 103 global test acc  94.4400 

Rounds 104 filter noisy data:
Round 104 train loss  -31.4426
Round 104 global test acc  93.3900 

Rounds 105 filter noisy data:
Round 105 train loss  -31.7656
Round 105 global test acc  94.2500 

Rounds 106 filter noisy data:
Round 106 train loss  -31.2669
Round 106 global test acc  94.7300 

Rounds 107 filter noisy data:
Round 107 train loss  -31.2512
Round 107 global test acc  94.0100 

Rounds 108 filter noisy data:
Round 108 train loss  -31.5548
Round 108 global test acc  94.1900 

Rounds 109 filter noisy data:
Round 109 train loss  -31.6590
Round 109 global test acc  94.8000 

Rounds 110 filter noisy data:
Round 110 train loss  -30.7350
Round 110 global test acc  94.3300 

Rounds 111 filter noisy data:
Round 111 train loss  -32.0562
Round 111 global test acc  94.5800 

Rounds 112 filter noisy data:
Round 112 train loss  -31.2995
Round 112 global test acc  93.8200 

Rounds 113 filter noisy data:
Round 113 train loss  -31.2671
Round 113 global test acc  94.3300 

Rounds 114 filter noisy data:
Round 114 train loss  -31.7298
Round 114 global test acc  94.7000 

Rounds 115 filter noisy data:
Round 115 train loss  -30.9599
Round 115 global test acc  95.0700 

Rounds 116 filter noisy data:
Round 116 train loss  -31.5877
Round 116 global test acc  95.0000 

Rounds 117 filter noisy data:
Round 117 train loss  -31.3944
Round 117 global test acc  94.5400 

Rounds 118 filter noisy data:
Round 118 train loss  -31.3664
Round 118 global test acc  94.1800 

Rounds 119 filter noisy data:
Round 119 train loss  -31.8328
Round 119 global test acc  94.4300 

Rounds 120 filter noisy data:
Round 120 train loss  -31.2069
Round 120 global test acc  94.0000 

Rounds 121 filter noisy data:
Round 121 train loss  -31.7041
Round 121 global test acc  94.2800 

Rounds 122 filter noisy data:
Round 122 train loss  -31.3073
Round 122 global test acc  94.6300 

Rounds 123 filter noisy data:
Round 123 train loss  -31.6476
Round 123 global test acc  94.5100 

Rounds 124 filter noisy data:
Round 124 train loss  -31.5372
Round 124 global test acc  94.9600 

Rounds 125 filter noisy data:
Round 125 train loss  -31.2751
Round 125 global test acc  94.6000 

Rounds 126 filter noisy data:
Round 126 train loss  -31.2489
Round 126 global test acc  94.6300 

Rounds 127 filter noisy data:
Round 127 train loss  -31.2966
Round 127 global test acc  94.1200 

Rounds 128 filter noisy data:
Round 128 train loss  -31.6931
Round 128 global test acc  94.4500 

Rounds 129 filter noisy data:
Round 129 train loss  -30.9434
Round 129 global test acc  94.4800 

Rounds 130 filter noisy data:
Round 130 train loss  -31.8331
Round 130 global test acc  94.6900 

Rounds 131 filter noisy data:
Round 131 train loss  -31.4883
Round 131 global test acc  94.8100 

Rounds 132 filter noisy data:
Round 132 train loss  -32.1346
Round 132 global test acc  95.2800 

Rounds 133 filter noisy data:
Round 133 train loss  -31.8907
Round 133 global test acc  95.3800 

Rounds 134 filter noisy data:
Round 134 train loss  -31.7616
Round 134 global test acc  95.1600 

Rounds 135 filter noisy data:
Round 135 train loss  -30.5885
Round 135 global test acc  94.1400 

Rounds 136 filter noisy data:
Round 136 train loss  -30.9304
Round 136 global test acc  94.8500 

Rounds 137 filter noisy data:
Round 137 train loss  -31.1839
Round 137 global test acc  94.5800 

Rounds 138 filter noisy data:
Round 138 train loss  -31.6032
