('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5150
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6033
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5450
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5217
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5900
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7967
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.5300
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417
LeNet(
  (conv1): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))
  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (batch_norm): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=400, out_features=120, bias=True)
  (fc2): Linear(in_features=120, out_features=84, bias=True)
  (fc3): Linear(in_features=84, out_features=10, bias=True)
)
Round 0 global test acc  38.2700
Round 0 Fscore 

[]
Round 1 global test acc  50.2100
Round 1 Fscore 

[]
Round 2 global test acc  63.4000
Round 2 Fscore 

[]
Round 3 global test acc  68.6500
Round 3 Fscore 

[]
Round 4 global test acc  76.4700
Round 4 Fscore 

[]
Round 5 global test acc  80.2000
Round 5 Fscore 

[]
Round 6 global test acc  79.0600
Round 6 Fscore 

[]
Round 7 global test acc  83.7600
Round 7 Fscore 

[]
Round 8 global test acc  83.8500
Round 8 Fscore 

[]
Round 9 global test acc  81.4900
Round 9 Fscore 

[]
Round 10 global test acc  85.9300
Round 10 Fscore 

[]
Round 11 global test acc  86.4000
Round 11 Fscore 

[]
Round 12 global test acc  85.3100
Round 12 Fscore 

[]
Round 13 global test acc  87.2700
Round 13 Fscore 

[]
Round 14 global test acc  86.9800
Round 14 Fscore 

[]
Round 15 global test acc  86.1600
Round 15 Fscore 

[]
Round 16 global test acc  87.5800
Round 16 Fscore 

[]
Round 17 global test acc  83.6300
Round 17 Fscore 

[]
Round 18 global test acc  88.2000
Round 18 Fscore 

[]
Round 19 global test acc  90.3400
Round 19 Fscore 

[]
Round 20 global test acc  89.1300
Round 20 Fscore 

[]
Round 21 global test acc  88.8900
Round 21 Fscore 

[]
Round 22 global test acc  89.5600
Round 22 Fscore 

[]
Round 23 global test acc  90.4800
Round 23 Fscore 

[]
Round 24 global test acc  91.9100
Round 24 Fscore 

[]
Round 25 global test acc  91.9600
Round 25 Fscore 

[]
Round 26 global test acc  91.3800
Round 26 Fscore 

[]
Round 27 global test acc  91.8100
Round 27 Fscore 

[]
Round 28 global test acc  70.8300
Round 28 Fscore 

[]
Round 29 global test acc  92.4600
Round 29 Fscore 

[]
Round 30 global test acc  92.1100
Round 30 Fscore 

[]
Round 31 global test acc  91.8400
Round 31 Fscore 

[]
Round 32 global test acc  93.3700
Round 32 Fscore 

[]
Round 33 global test acc  92.9600
Round 33 Fscore 

[]
Round 34 global test acc  92.8300
Round 34 Fscore 

[]
Round 35 global test acc  93.1200
Round 35 Fscore 

[]
Round 36 global test acc  93.3500
Round 36 Fscore 

[]
Round 37 global test acc  93.6300
Round 37 Fscore 

[]
Round 38 global test acc  93.3700
Round 38 Fscore 

[]
Round 39 global test acc  94.4100
Round 39 Fscore 

[]
Round 40 global test acc  93.5800
Round 40 Fscore 

[]
Round 41 global test acc  93.2900
Round 41 Fscore 

[]
Round 42 global test acc  93.4700
Round 42 Fscore 

[]
Round 43 global test acc  93.7600
Round 43 Fscore 

[]
Round 44 global test acc  93.6100
Round 44 Fscore 

[]
Round 45 global test acc  93.8000
Round 45 Fscore 

[]
Round 46 global test acc  94.3900
Round 46 Fscore 

[]
Round 47 global test acc  93.7500
Round 47 Fscore 

[]
Round 48 global test acc  94.1300
Round 48 Fscore 

[]
Round 49 global test acc  93.0500
Round 49 Fscore 

[]
Round 50 global test acc  93.9700
Round 50 Fscore 

[]
Round 51 global test acc  93.9200
Round 51 Fscore 

[]
Round 52 global test acc  93.9900
Round 52 Fscore 

[]
Round 53 global test acc  93.9500
Round 53 Fscore 

[]
Round 54 global test acc  93.8200
Round 54 Fscore 

[]
Round 55 global test acc  93.4600
Round 55 Fscore 

[]
Round 56 global test acc  94.9200
Round 56 Fscore 

[]
Round 57 global test acc  94.3500
Round 57 Fscore 

[]
Round 58 global test acc  93.1500
Round 58 Fscore 

[]
Round 59 global test acc  93.6600
Round 59 Fscore 

[]
Round 60 global test acc  94.5500
Round 60 Fscore 

[]
Round 61 global test acc  94.7200
Round 61 Fscore 

[]
Round 62 global test acc  94.3000
Round 62 Fscore 

[]
Round 63 global test acc  93.6700
Round 63 Fscore 

[]
Round 64 global test acc  94.7500
Round 64 Fscore 

[]
Round 65 global test acc  94.6200
Round 65 Fscore 

[]
Round 66 global test acc  94.9500
Round 66 Fscore 

[]
Round 67 global test acc  95.0000
Round 67 Fscore 

[]
Round 68 global test acc  95.0000
Round 68 Fscore 

[]
Round 69 global test acc  94.7300
Round 69 Fscore 

[]
Round 70 global test acc  94.9300
Round 70 Fscore 

[]
Round 71 global test acc  94.9900
Round 71 Fscore 

[]
Round 72 global test acc  95.0300
Round 72 Fscore 

[]
Round 73 global test acc  94.2100
Round 73 Fscore 

[]
Round 74 global test acc  94.2400
Round 74 Fscore 

[]
Round 75 global test acc  94.4800
Round 75 Fscore 

[]
Round 76 global test acc  94.3300
Round 76 Fscore 

[]
Round 77 global test acc  95.1200
Round 77 Fscore 

[]
Round 78 global test acc  95.0700
Round 78 Fscore 

[]
Round 79 global test acc  95.1400
Round 79 Fscore 

[]
Round 80 global test acc  94.8400
Round 80 Fscore 

[]
Round 81 global test acc  95.4300
Round 81 Fscore 

[]
Round 82 global test acc  95.1900
Round 82 Fscore 

[]
Round 83 global test acc  95.0800
Round 83 Fscore 

[]
Round 84 global test acc  95.5400
Round 84 Fscore 

[]
Round 85 global test acc  95.6300
Round 85 Fscore 

[]
Round 86 global test acc  95.7100
Round 86 Fscore 

[]
Round 87 global test acc  95.4800
Round 87 Fscore 

[]
Round 88 global test acc  95.9600
Round 88 Fscore 

[]
Round 89 global test acc  95.6400
Round 89 Fscore 

[]
Round 90 global test acc  95.1300
Round 90 Fscore 

[]
Round 91 global test acc  95.3800
Round 91 Fscore 

[]
Round 92 global test acc  95.3200
Round 92 Fscore 

[]
Round 93 global test acc  95.2800
Round 93 Fscore 

[]
Round 94 global test acc  95.4100
Round 94 Fscore 

[]
Round 95 global test acc  95.2300
Round 95 Fscore 

[]
Round 96 global test acc  95.5600
Round 96 Fscore 

[]
Round 97 global test acc  95.5200
Round 97 Fscore 

[]
Round 98 global test acc  95.6200
Round 98 Fscore 

[]
Round 99 global test acc  95.4900
Round 99 Fscore 

[]
Round 100 global test acc  95.7500
Round 100 Fscore 

[]
Round 101 global test acc  95.8100
Round 101 Fscore 

[]
Round 102 global test acc  95.5600
Round 102 Fscore 

[]
Round 103 global test acc  95.4000
Round 103 Fscore 

[]
Round 104 global test acc  96.0300
Round 104 Fscore 

[]
Round 105 global test acc  95.6100
Round 105 Fscore 

[]
Round 106 global test acc  95.2200
Round 106 Fscore 

[]
Round 107 global test acc  95.6900
Round 107 Fscore 

[]
Round 108 global test acc  95.7600
Round 108 Fscore 

[]
Round 109 global test acc  95.6200
Round 109 Fscore 

[]
Round 110 global test acc  96.0600
Round 110 Fscore 

[]
Round 111 global test acc  95.7800
Round 111 Fscore 

[]
Round 112 global test acc  95.8300
Round 112 Fscore 

[]
Round 113 global test acc  95.8400
Round 113 Fscore 

[]
Round 114 global test acc  96.2500
Round 114 Fscore 

[]
Round 115 global test acc  96.1000
Round 115 Fscore 

[]
Round 116 global test acc  95.9300
Round 116 Fscore 

[]
Round 117 global test acc  95.9500
Round 117 Fscore 

[]
Round 118 global test acc  96.0000
Round 118 Fscore 

[]
Round 119 global test acc  95.9700
Round 119 Fscore 

[]
Round 120 global test acc  95.8000
Round 120 Fscore 

[]
Round 121 global test acc  95.7000
Round 121 Fscore 

[]
Round 122 global test acc  95.5800
Round 122 Fscore 

[]
Round 123 global test acc  95.5800
Round 123 Fscore 

[]
Round 124 global test acc  95.7900
Round 124 Fscore 

[]
Round 125 global test acc  95.8800
Round 125 Fscore 

[]
Round 126 global test acc  96.0000
Round 126 Fscore 

[]
Round 127 global test acc  95.8400
Round 127 Fscore 

[]
Round 128 global test acc  95.8300
Round 128 Fscore 

[]
Round 129 global test acc  95.9700
Round 129 Fscore 

[]
Round 130 global test acc  95.8300
Round 130 Fscore 

[]
Round 131 global test acc  96.0000
Round 131 Fscore 

[]
Round 132 global test acc  95.9000
Round 132 Fscore 

[]
Round 133 global test acc  95.9600
Round 133 Fscore 

[]
Round 134 global test acc  96.1800
Round 134 Fscore 

[]
Round 135 global test acc  95.9800
Round 135 Fscore 

[]
Round 136 global test acc  96.0900
Round 136 Fscore 

[]
Round 137 global test acc  96.1400
Round 137 Fscore 

[]
Round 138 global test acc  96.3600
Round 138 Fscore 

[]
Round 139 global test acc  96.4400
Round 139 Fscore 

[]
Round 140 global test acc  96.0700
Round 140 Fscore 

[]
Round 141 global test acc  96.0500
Round 141 Fscore 

[]
Round 142 global test acc  96.1000
Round 142 Fscore 

[]
Round 143 global test acc  96.2300
Round 143 Fscore 

[]
Round 144 global test acc  96.1000
Round 144 Fscore 

[]
Round 145 global test acc  96.1100
Round 145 Fscore 

[]
Round 146 global test acc  96.0300
Round 146 Fscore 

[]
Round 147 global test acc  96.2600
Round 147 Fscore 

[]
Round 148 global test acc  96.3300
Round 148 Fscore 

[]
Round 149 global test acc  96.2800
Round 149 Fscore 

[]
Round 150 global test acc  96.2400
Round 150 Fscore 

[]
Round 151 global test acc  96.4100
Round 151 Fscore 

[]
Round 152 global test acc  96.3600
Round 152 Fscore 

[]
Round 153 global test acc  96.4100
Round 153 Fscore 

[]
Round 154 global test acc  96.4000
Round 154 Fscore 

[]
Round 155 global test acc  96.4300
Round 155 Fscore 

[]
Round 156 global test acc  96.2900
Round 156 Fscore 

[]
Round 157 global test acc  96.3400
Round 157 Fscore 

[]
Round 158 global test acc  96.3300
Round 158 Fscore 

[]
Round 159 global test acc  96.4100
Round 159 Fscore 

[]
Round 160 global test acc  96.1500
Round 160 Fscore 

[]
Round 161 global test acc  95.9600
Round 161 Fscore 

[]
Round 162 global test acc  96.3600
Round 162 Fscore 

[]
Round 163 global test acc  96.3800
Round 163 Fscore 

[]
Round 164 global test acc  96.5200
Round 164 Fscore 

[]
Round 165 global test acc  96.7100
Round 165 Fscore 

[]
Round 166 global test acc  96.4500
Round 166 Fscore 

[]
Round 167 global test acc  96.2600
Round 167 Fscore 

[]
Round 168 global test acc  96.4700
Round 168 Fscore 

[]
Round 169 global test acc  96.5300
Round 169 Fscore 

[]
Round 170 global test acc  96.4600
Round 170 Fscore 

[]
Round 171 global test acc  96.4700
Round 171 Fscore 

[]
Round 172 global test acc  96.5700
Round 172 Fscore 

[]
Round 173 global test acc  96.6100
Round 173 Fscore 

[]
Round 174 global test acc  96.4600
Round 174 Fscore 

[]
Round 175 global test acc  96.4400
Round 175 Fscore 

[]
Round 176 global test acc  96.6600
Round 176 Fscore 

[]
Round 177 global test acc  96.5000
Round 177 Fscore 

[]
Round 178 global test acc  96.4400
Round 178 Fscore 

[]
Round 179 global test acc  96.3200
Round 179 Fscore 

[]
Round 180 global test acc  96.5300
Round 180 Fscore 

[]
Round 181 global test acc  96.5000
Round 181 Fscore 

[]
Round 182 global test acc  96.6600
Round 182 Fscore 

[]
Round 183 global test acc  96.5600
Round 183 Fscore 

[]
Round 184 global test acc  96.5900
Round 184 Fscore 

[]
Round 185 global test acc  96.3900
Round 185 Fscore 

[]
Round 186 global test acc  96.6700
Round 186 Fscore 

[]
Round 187 global test acc  96.5200
Round 187 Fscore 

[]
Round 188 global test acc  96.6000
Round 188 Fscore 

[]
Round 189 global test acc  96.6000
Round 189 Fscore 

[]
Round 190 global test acc  96.4100
Round 190 Fscore 

[]
Round 191 global test acc  96.4500
Round 191 Fscore 

[]
Round 192 global test acc  96.4000
Round 192 Fscore 

[]
Round 193 global test acc  96.7500
Round 193 Fscore 

[]
Round 194 global test acc  96.6300
Round 194 Fscore 

[]
Round 195 global test acc  96.7000
Round 195 Fscore 

[]
Round 196 global test acc  96.5800
Round 196 Fscore 

[]
Round 197 global test acc  96.6200
Round 197 Fscore 

[]
Round 198 global test acc  96.5300
Round 198 Fscore 

[]
Round 199 global test acc  96.7200
Round 199 Fscore 

[0.663755476474762, 0.439490407705307, 0.8241205811500549, 0.815566897392273, 0.4958677887916565, 0.8478261232376099, 0.6514806151390076, 0.8739495873451233, 0.8710167407989502, 0.8600883483886719, 0.6203208565711975, 0.8452012538909912, 0.8377581238746643, 0.8309178948402405, 0.8344371318817139, 0.8666666746139526, 0.8102893829345703, 0.6650943756103516, 0.6052631735801697, 0.8427480459213257, 0.7111110687255859, 0.46254071593284607, 0.7068273425102234, 0.8191125988960266, 0.8736559152603149, 0.5321637392044067, 0.5767195820808411, 0.8468208312988281, 0.8609865307807922, 0.5243242979049683, 0.7172130942344666, 0.796521782875061, 0.8758915662765503, 0.8668638467788696, 0.7166666388511658, 0.6409090757369995, 0.4350453317165375, 0.5957447290420532, 0.8027443885803223, 0.6310432553291321, 0.855944037437439, 0.683146059513092, 0.6292682886123657, 0.8967320322990417, 0.7925169467926025, 0.8663594126701355, 0.7953019738197327, 0.8327974677085876, 0.8241041898727417, 0.8675035238265991, 0.6753926277160645, 0.8515949845314026, 0.7010309100151062, 0.8449040055274963, 0.7430683374404907, 0.8393135666847229, 0.7789855599403381, 0.7360594868659973, 0.8685014843940735, 0.890666663646698, 0.5659340620040894, 0.7897623181343079, 0.849693238735199, 0.6312997341156006, 0.46525681018829346, 0.56623375415802, 0.6132075190544128, 0.8546510934829712, 0.5333333611488342, 0.6986899971961975, 0.5311653017997742, 0.6838966608047485, 0.8876404166221619, 0.378947377204895, 0.8634361624717712, 0.6504853963851929, 0.8096055388450623, 0.8408037424087524, 0.8508124351501465, 0.6650000214576721, 0.831745982170105, 0.7489539980888367, 0.4873417615890503, 0.8496124148368835, 0.8615819215774536, 0.8216783404350281, 0.5957446098327637, 0.44224420189857483, 0.8567208051681519, 0.7966386079788208, 0.8300153613090515, 0.8352941274642944, 0.8172757625579834, 0.591687023639679, 0.8252569437026978, 0.5351351499557495, 0.5728155374526978, 0.7002187967300415, 0.8259493112564087, 0.8461538553237915]
time : 7428.715067863464
('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7467
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8850
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5900
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5967
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8500
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5417
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7600
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4783
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5183
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.5117
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.8050
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5383
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5250
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5683
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5783
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.5017
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5783
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7650
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8083
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5383
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7067
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8817
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7067
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6000
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4567
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8483
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8183
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.5100
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5200
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8383
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7083
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6167
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.4867
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5100
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.7133
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7650
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8800
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7883
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6083
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7917
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4883
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7467
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7850
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4267
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6117
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5283
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.6050
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5667
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5767
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4817
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7850
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4833
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7167
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5233
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6617
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5500
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6417
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6700
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5267
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.4400
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8250
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6383
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5383
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8017
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8717
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8167
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7833
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5100
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8400
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.7333
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8367
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7100
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4733
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.9100
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5083
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7767
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.6067
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5450
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5167
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7783
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5617
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.6950
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8700
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5417
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4900
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6083
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.8083
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8883
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5150
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6033
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5450
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5217
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5900
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7967
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.5300
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417
LeNet(
  (conv1): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))
  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (batch_norm): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=400, out_features=120, bias=True)
  (fc2): Linear(in_features=120, out_features=84, bias=True)
  (fc3): Linear(in_features=84, out_features=10, bias=True)
)
Round 0 global test acc  38.8800
Round 0 Fscore 

[]
Round 1 global test acc  48.8400
Round 1 Fscore 

[]
Round 2 global test acc  60.9200
Round 2 Fscore 

[]
Round 3 global test acc  68.2600
Round 3 Fscore 

[]
Round 4 global test acc  78.7100
Round 4 Fscore 

[]
Round 5 global test acc  79.3200
Round 5 Fscore 

[]
Round 6 global test acc  78.1300
Round 6 Fscore 

[]
Round 7 global test acc  83.7000
Round 7 Fscore 

[]
Round 8 global test acc  82.0800
Round 8 Fscore 

[]
Round 9 global test acc  81.9000
Round 9 Fscore 

[]
Round 10 global test acc  86.2800
Round 10 Fscore 

[]
Round 11 global test acc  85.6000
Round 11 Fscore 

[]
Round 12 global test acc  87.2100
Round 12 Fscore 

[]
Round 13 global test acc  87.7800
Round 13 Fscore 

[]
Round 14 global test acc  87.5800
Round 14 Fscore 

[]
Round 15 global test acc  88.5300
Round 15 Fscore 

[]
Round 16 global test acc  87.3100
Round 16 Fscore 

[]
Round 17 global test acc  87.5000
Round 17 Fscore 

[]
Round 18 global test acc  89.5900
Round 18 Fscore 

[]
Round 19 global test acc  90.7500
Round 19 Fscore 

[]
Round 20 global test acc  89.7000
Round 20 Fscore 

[]
Round 21 global test acc  89.1900
Round 21 Fscore 

[]
Round 22 global test acc  91.3400
Round 22 Fscore 

[]
Round 23 global test acc  91.9800
Round 23 Fscore 

[]
Round 24 global test acc  92.3800
Round 24 Fscore 

[]
Round 25 global test acc  92.2700
Round 25 Fscore 

[]
Round 26 global test acc  92.5600
Round 26 Fscore 

[]
Round 27 global test acc  92.4400
Round 27 Fscore 

[]
Round 28 global test acc  92.6700
Round 28 Fscore 

[]
Round 29 global test acc  92.8900
Round 29 Fscore 

[]
Round 30 global test acc  93.1300
Round 30 Fscore 

[]
Round 31 global test acc  93.2600
Round 31 Fscore 

[]
Round 32 global test acc  93.6400
Round 32 Fscore 

[]
Round 33 global test acc  92.7900
Round 33 Fscore 

[]
Round 34 global test acc  92.9500
Round 34 Fscore 

[]
Round 35 global test acc  93.5500
Round 35 Fscore 

[]
Round 36 global test acc  93.5700
Round 36 Fscore 

[]
Round 37 global test acc  93.3000
Round 37 Fscore 

[]
Round 38 global test acc  93.4600
Round 38 Fscore 

[]
Round 39 global test acc  94.3500
Round 39 Fscore 

[]
Round 40 global test acc  93.9800
Round 40 Fscore 

[]
Round 41 global test acc  92.9300
Round 41 Fscore 

[]
Round 42 global test acc  93.8000
Round 42 Fscore 

[]
Round 43 global test acc  94.3000
Round 43 Fscore 

[]
Round 44 global test acc  94.4400
Round 44 Fscore 

[]
Round 45 global test acc  94.4500
Round 45 Fscore 

[]
Round 46 global test acc  94.2700
Round 46 Fscore 

[]
Round 47 global test acc  94.4200
Round 47 Fscore 

[]
Round 48 global test acc  95.1300
Round 48 Fscore 

[]
Round 49 global test acc  94.2900
Round 49 Fscore 

[]
Round 50 global test acc  93.8600
Round 50 Fscore 

[]
Round 51 global test acc  94.3800
Round 51 Fscore 

[]
Round 52 global test acc  94.2100
Round 52 Fscore 

[]
Round 53 global test acc  93.6000
Round 53 Fscore 

[]
Round 54 global test acc  94.2900
Round 54 Fscore 

[]
Round 55 global test acc  94.4800
Round 55 Fscore 

[]
Round 56 global test acc  94.6600
