('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 161 train loss  -32.3806
Round 161 global test acc  96.2800 


Rounds 162 filter noisy data:
Round 162 train loss  -32.2249
Round 162 global test acc  96.3000 


Rounds 163 filter noisy data:
Round 163 train loss  -32.5202
Round 163 global test acc  96.2600 


Rounds 164 filter noisy data:
Round 164 train loss  -32.2366
Round 164 global test acc  96.2800 


Rounds 165 filter noisy data:
Round 165 train loss  -32.1925
Round 165 global test acc  96.2100 


Rounds 166 filter noisy data:
Round 166 train loss  -32.1915
Round 166 global test acc  96.1800 


Rounds 167 filter noisy data:
Round 167 train loss  -32.2672
Round 167 global test acc  96.1600 


Rounds 168 filter noisy data:
Round 168 train loss  -32.5174
Round 168 global test acc  96.1700 


Rounds 169 filter noisy data:
Round 169 train loss  -32.5044
Round 169 global test acc  96.2800 


Rounds 170 filter noisy data:
Round 170 train loss  -32.3328
Round 170 global test acc  96.2300 


Rounds 171 filter noisy data:
Round 171 train loss  -32.4077
Round 171 global test acc  96.2900 


Rounds 172 filter noisy data:
Round 172 train loss  -32.3738
Round 172 global test acc  96.4300 


Rounds 173 filter noisy data:
Round 173 train loss  -32.4987
Round 173 global test acc  96.4400 


Rounds 174 filter noisy data:
Round 174 train loss  -32.5468
Round 174 global test acc  96.3700 


Rounds 175 filter noisy data:
Round 175 train loss  -32.4226
Round 175 global test acc  96.3400 


Rounds 176 filter noisy data:
Round 176 train loss  -32.1943
Round 176 global test acc  96.3800 


Rounds 177 filter noisy data:
Round 177 train loss  -32.1583
Round 177 global test acc  96.3900 


Rounds 178 filter noisy data:
Round 178 train loss  -32.4455
Round 178 global test acc  96.4500 


Rounds 179 filter noisy data:
Round 179 train loss  -32.5077
Round 179 global test acc  96.3100 


Rounds 180 filter noisy data:
Round 180 train loss  -32.3501
Round 180 global test acc  96.3400 


Rounds 181 filter noisy data:
Round 181 train loss  -32.5092
Round 181 global test acc  96.3200 


Rounds 182 filter noisy data:
Round 182 train loss  -32.0591
Round 182 global test acc  96.2600 


Rounds 183 filter noisy data:
Round 183 train loss  -32.2087
Round 183 global test acc  96.1100 


Rounds 184 filter noisy data:
Round 184 train loss  -32.2410
Round 184 global test acc  96.1100 


Rounds 185 filter noisy data:
Round 185 train loss  -32.3525
Round 185 global test acc  96.2500 


Rounds 186 filter noisy data:
Round 186 train loss  -32.1024
Round 186 global test acc  96.1200 


Rounds 187 filter noisy data:
Round 187 train loss  -32.2385
Round 187 global test acc  96.1500 


Rounds 188 filter noisy data:
Round 188 train loss  -32.1384
Round 188 global test acc  96.2800 


Rounds 189 filter noisy data:
Round 189 train loss  -32.2830
Round 189 global test acc  96.1500 


Rounds 190 filter noisy data:
Round 190 train loss  -32.2377
Round 190 global test acc  96.2700 


Rounds 191 filter noisy data:
Round 191 train loss  -32.2743
Round 191 global test acc  96.2500 


Rounds 192 filter noisy data:
Round 192 train loss  -32.4308
Round 192 global test acc  96.2400 


Rounds 193 filter noisy data:
Round 193 train loss  -32.4181
Round 193 global test acc  96.3500 


Rounds 194 filter noisy data:
Round 194 train loss  -32.4017
Round 194 global test acc  96.3700 


Rounds 195 filter noisy data:
Round 195 train loss  -32.3253
Round 195 global test acc  96.3600 


Rounds 196 filter noisy data:
Round 196 train loss  -32.3145
Round 196 global test acc  96.3500 


Rounds 197 filter noisy data:
Round 197 train loss  -32.4223
Round 197 global test acc  96.3700 


Rounds 198 filter noisy data:
Round 198 train loss  -32.4614
Round 198 global test acc  96.3000 


Rounds 199 filter noisy data:
Round 199 train loss  -32.1590
Round 199 global test acc  96.3200 

Round 199 Fscore 

[0.957377016544342, 0.9436619877815247, 0.9836734533309937, 0.9813664555549622, 0.9625668525695801, 0.9817517995834351, 0.9577464461326599, 0.9758453965187073, 0.9723183512687683, 0.9845626354217529, 0.9620252847671509, 0.9743589758872986, 0.9786476492881775, 0.9845559597015381, 0.9840637445449829, 0.9766666293144226, 0.9742574095726013, 0.9543859958648682, 0.9620252847671509, 0.9709091186523438, 0.9747899174690247, 0.9281045794487, 0.9664804935455322, 0.9625000357627869, 0.9739662408828735, 0.9278350472450256, 0.9417040348052979, 0.9811965823173523, 0.9775474667549133, 0.935960590839386, 0.9575070738792419, 0.9784483313560486, 0.9902597665786743, 0.9829932451248169, 0.9631727933883667, 0.9720278978347778, 0.8979592323303223, 0.9453125, 0.9829787015914917, 0.9490196108818054, 0.9770492315292358, 0.9610389471054077, 0.9477612376213074, 0.9780380129814148, 0.9677419662475586, 0.9750000238418579, 0.9807279706001282, 0.9865642786026001, 0.9782177805900574, 0.9805825352668762, 0.969924807548523, 0.9822866916656494, 0.9794721603393555, 0.9860139489173889, 0.9554455280303955, 0.9833023548126221, 0.9696969389915466, 0.9775561094284058, 0.977312445640564, 0.9698795080184937, 0.9406392574310303, 0.9722221493721008, 0.9818181991577148, 0.9512194991111755, 0.9156626462936401, 0.9642857909202576, 0.9485294222831726, 0.9794520139694214, 0.9353234171867371, 0.9622641801834106, 0.935960590839386, 0.957020103931427, 0.9808306694030762, 0.9203540682792664, 0.979522168636322, 0.956204354763031, 0.9617021679878235, 0.9761467576026917, 0.9632223844528198, 0.9665427803993225, 0.9828572273254395, 0.9754768013954163, 0.9440994262695312, 0.978181779384613, 0.9869706630706787, 0.980728030204773, 0.943231463432312, 0.906474769115448, 0.9742709994316101, 0.95652174949646, 0.9760589003562927, 0.980667769908905, 0.9838056564331055, 0.9600000381469727, 0.9695885181427002, 0.9504951238632202, 0.9626555442810059, 0.9451218843460083, 0.9652509093284607, 0.9764065146446228]
time : 15958.730394601822
('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 0.5)
('level_n_lowerb', 0.3)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=1))
Client 0, noise level: 0.7877 (0.7089), real noise ratio: 0.7100
Client 2, noise level: 0.4944 (0.4450), real noise ratio: 0.4383
Client 3, noise level: 0.4635 (0.4172), real noise ratio: 0.4250
Client 4, noise level: 0.8920 (0.8028), real noise ratio: 0.8300
Client 6, noise level: 0.7822 (0.7040), real noise ratio: 0.6883
Client 7, noise level: 0.4074 (0.3667), real noise ratio: 0.3583
Client 8, noise level: 0.4425 (0.3983), real noise ratio: 0.3883
Client 9, noise level: 0.3473 (0.3126), real noise ratio: 0.3000
Client 13, noise level: 0.4574 (0.4116), real noise ratio: 0.4017
Client 15, noise level: 0.3237 (0.2913), real noise ratio: 0.2733
Client 20, noise level: 0.7283 (0.6555), real noise ratio: 0.6533
Client 23, noise level: 0.5618 (0.5056), real noise ratio: 0.5233
Client 26, noise level: 0.8716 (0.7844), real noise ratio: 0.7683
Client 27, noise level: 0.3558 (0.3202), real noise ratio: 0.3250
Client 29, noise level: 0.8867 (0.7980), real noise ratio: 0.8017
Client 30, noise level: 0.6949 (0.6254), real noise ratio: 0.6050
Client 32, noise level: 0.4015 (0.3614), real noise ratio: 0.3617
Client 33, noise level: 0.3690 (0.3321), real noise ratio: 0.3200
Client 35, noise level: 0.7970 (0.7173), real noise ratio: 0.7317
Client 38, noise level: 0.5606 (0.5045), real noise ratio: 0.4783
Client 41, noise level: 0.7353 (0.6618), real noise ratio: 0.6850
Client 42, noise level: 0.8045 (0.7240), real noise ratio: 0.6917
Client 47, noise level: 0.4586 (0.4127), real noise ratio: 0.4233
Client 48, noise level: 0.5133 (0.4620), real noise ratio: 0.4667
Client 50, noise level: 0.7860 (0.7074), real noise ratio: 0.6750
Client 51, noise level: 0.3370 (0.3033), real noise ratio: 0.2983
Client 56, noise level: 0.5591 (0.5031), real noise ratio: 0.4833
Client 57, noise level: 0.6532 (0.5879), real noise ratio: 0.5683
Client 59, noise level: 0.3915 (0.3523), real noise ratio: 0.3383
Client 60, noise level: 0.8911 (0.8020), real noise ratio: 0.7717
Client 62, noise level: 0.4187 (0.3768), real noise ratio: 0.4017
Client 67, noise level: 0.3696 (0.3326), real noise ratio: 0.3417
Client 68, noise level: 0.9393 (0.8454), real noise ratio: 0.8667
Client 69, noise level: 0.7046 (0.6341), real noise ratio: 0.6133
Client 72, noise level: 0.3069 (0.2762), real noise ratio: 0.2900
Client 75, noise level: 0.7848 (0.7064), real noise ratio: 0.6717
Client 78, noise level: 0.3984 (0.3586), real noise ratio: 0.3617
Client 79, noise level: 0.7685 (0.6916), real noise ratio: 0.6867
Client 80, noise level: 0.5127 (0.4614), real noise ratio: 0.4517
Client 83, noise level: 0.4420 (0.3978), real noise ratio: 0.4433
Client 88, noise level: 0.4144 (0.3729), real noise ratio: 0.3617
Client 90, noise level: 0.4952 (0.4457), real noise ratio: 0.4367
Client 91, noise level: 0.4432 (0.3989), real noise ratio: 0.4250
Client 94, noise level: 0.3650 (0.3285), real noise ratio: 0.3150
Client 98, noise level: 0.5071 (0.4564), real noise ratio: 0.4767
Client 99, noise level: 0.4163 (0.3747), real noise ratio: 0.3800

Rounds 0 early training:
Round 0 train loss  1.7907
Round 0 global test acc  73.6600 


Rounds 1 early training:
Round 1 train loss  1.9598
Round 1 global test acc  18.0900 


Rounds 2 early training:
Round 2 train loss  1.1316
Round 2 global test acc  48.5100 


Rounds 3 early training:
Round 3 train loss  -0.6182
Round 3 global test acc  71.4200 


Rounds 4 early training:
Round 4 train loss  -2.7793
Round 4 global test acc  71.5400 


Rounds 5 early training:
Round 5 train loss  -3.7654
Round 5 global test acc  50.5400 


Rounds 6 early training:
Round 6 train loss  -7.4768
Round 6 global test acc  67.4900 


Rounds 7 early training:
Round 7 train loss  -12.5393
Round 7 global test acc  82.0800 


Rounds 8 early training:
Round 8 train loss  -10.4580
Round 8 global test acc  63.5800 


Rounds 9 early training:
Round 9 train loss  -14.5023
Round 9 global test acc  52.4100 


Rounds 10 early training:
Round 10 train loss  -18.3143
Round 10 global test acc  84.5900 


Rounds 11 filter noisy data:
Round 11 train loss  -29.5131
Round 11 global test acc  93.4000 


Rounds 12 filter noisy data:
Round 12 train loss  -31.1823
Round 12 global test acc  93.3300 


Rounds 13 filter noisy data:
Round 13 train loss  -31.2555
Round 13 global test acc  94.2600 


Rounds 14 filter noisy data:
Round 14 train loss  -31.3388
Round 14 global test acc  94.7100 


Rounds 15 filter noisy data:
Round 15 train loss  -32.1118
Round 15 global test acc  94.5200 


Rounds 16 filter noisy data:
Round 16 train loss  -31.5484
Round 16 global test acc  92.9200 


Rounds 17 filter noisy data:
Round 17 train loss  -31.8813
Round 17 global test acc  94.7700 


Rounds 18 filter noisy data:
Round 18 train loss  -31.7413
Round 18 global test acc  94.9200 


Rounds 19 filter noisy data:
Round 19 train loss  -32.3276
Round 19 global test acc  95.8200 


Rounds 20 filter noisy data:
Round 20 train loss  -32.2132
Round 20 global test acc  95.3100 


Rounds 21 filter noisy data:
Round 21 train loss  -31.8692
Round 21 global test acc  95.5500 


Rounds 22 filter noisy data:
Round 22 train loss  -32.0024
Round 22 global test acc  95.5700 


Rounds 23 filter noisy data:
Round 23 train loss  -31.8378
Round 23 global test acc  95.2800 


Rounds 24 filter noisy data:
Round 24 train loss  -32.1292
Round 24 global test acc  95.5800 


Rounds 25 filter noisy data:
Round 25 train loss  -32.5067
Round 25 global test acc  95.7700 


Rounds 26 filter noisy data:
Round 26 train loss  -32.0036
Round 26 global test acc  95.9600 


Rounds 27 filter noisy data:
Round 27 train loss  -31.9917
Round 27 global test acc  95.3600 


Rounds 28 filter noisy data:
Round 28 train loss  -31.9383
Round 28 global test acc  95.8100 


Rounds 29 filter noisy data:
Round 29 train loss  -32.1300
Round 29 global test acc  96.2800 


Rounds 30 filter noisy data:
Round 30 train loss  -31.6414
Round 30 global test acc  96.0800 


Rounds 31 filter noisy data:
Round 31 train loss  -31.7828
Round 31 global test acc  96.3200 


Rounds 32 filter noisy data:
Round 32 train loss  -32.5119
Round 32 global test acc  96.2400 


Rounds 33 filter noisy data:
Round 33 train loss  -31.2507
Round 33 global test acc  96.0500 


Rounds 34 filter noisy data:
Round 34 train loss  -32.4812
Round 34 global test acc  96.2600 


Rounds 35 filter noisy data:
Round 35 train loss  -32.1858
Round 35 global test acc  96.3600 


Rounds 36 filter noisy data:
Round 36 train loss  -32.5201
Round 36 global test acc  96.1700 


Rounds 37 filter noisy data:
Round 37 train loss  -32.5413
Round 37 global test acc  96.2400 


Rounds 38 filter noisy data:
Round 38 train loss  -32.3532
Round 38 global test acc  96.4300 


Rounds 39 filter noisy data:
Round 39 train loss  -32.1469
Round 39 global test acc  96.3900 


Rounds 40 filter noisy data:
Round 40 train loss  -32.0997
Round 40 global test acc  96.5600 


Rounds 41 filter noisy data:
Round 41 train loss  -32.3883
Round 41 global test acc  96.5800 


Rounds 42 filter noisy data:
Round 42 train loss  -31.3808
Round 42 global test acc  82.7000 


Rounds 43 filter noisy data:
Round 43 train loss  -31.9143
Round 43 global test acc  95.8800 


Rounds 44 filter noisy data:
Round 44 train loss  -31.6264
Round 44 global test acc  95.9900 


Rounds 45 filter noisy data:
Round 45 train loss  -32.3383
Round 45 global test acc  96.3600 


Rounds 46 filter noisy data:
Round 46 train loss  -32.3016
Round 46 global test acc  96.6300 


Rounds 47 filter noisy data:
Round 47 train loss  -32.3180
Round 47 global test acc  96.2500 


Rounds 48 filter noisy data:
Round 48 train loss  -32.4614
Round 48 global test acc  96.5200 


Rounds 49 filter noisy data:
Round 49 train loss  -31.3351
Round 49 global test acc  96.4400 


Rounds 50 filter noisy data:
Round 50 train loss  -31.7244
Round 50 global test acc  96.3900 


Rounds 51 filter noisy data:
Round 51 train loss  -31.8487
Round 51 global test acc  96.3300 


Rounds 52 filter noisy data:
Round 52 train loss  -32.3569
Round 52 global test acc  96.6100 


Rounds 53 filter noisy data:
Round 53 train loss  -32.0278
Round 53 global test acc  96.7000 


Rounds 54 filter noisy data:
Round 54 train loss  -32.4370
Round 54 global test acc  96.6400 


Rounds 55 filter noisy data:
Round 55 train loss  -31.9054
Round 55 global test acc  96.6900 


Rounds 56 filter noisy data:
Round 56 train loss  -32.2625
Round 56 global test acc  96.5100 


Rounds 57 filter noisy data:
Round 57 train loss  -32.6744
Round 57 global test acc  96.9100 


Rounds 58 filter noisy data:
Round 58 train loss  -32.5664
Round 58 global test acc  96.5300 


Rounds 59 filter noisy data:
Round 59 train loss  -32.3499
Round 59 global test acc  96.8300 


Rounds 60 filter noisy data:
Round 60 train loss  -32.6203
Round 60 global test acc  96.7800 


Rounds 61 filter noisy data:
Round 61 train loss  -32.5910
Round 61 global test acc  97.0400 


Rounds 62 filter noisy data:
Round 62 train loss  -31.9393
Round 62 global test acc  96.8800 


Rounds 63 filter noisy data:
Round 63 train loss  -31.9011
Round 63 global test acc  96.8000 


Rounds 64 filter noisy data:
Round 64 train loss  -31.7860
Round 64 global test acc  96.9000 


Rounds 65 filter noisy data:
Round 65 train loss  -31.5750
Round 65 global test acc  96.9200 


Rounds 66 filter noisy data:
Round 66 train loss  -32.6322
Round 66 global test acc  96.7500 


Rounds 67 filter noisy data:
Round 67 train loss  -32.1664
Round 67 global test acc  96.7200 


Rounds 68 filter noisy data:
Round 68 train loss  -32.1226
Round 68 global test acc  96.7400 


Rounds 69 filter noisy data:
Round 69 train loss  -32.6464
Round 69 global test acc  96.9000 


Rounds 70 filter noisy data:
Round 70 train loss  -32.4143
Round 70 global test acc  96.8900 


Rounds 71 filter noisy data:
Round 71 train loss  -32.6681
Round 71 global test acc  96.7700 


Rounds 72 filter noisy data:
Round 72 train loss  -31.8799
Round 72 global test acc  97.0300 


Rounds 73 filter noisy data:
Round 73 train loss  -32.3818
Round 73 global test acc  96.7200 


Rounds 74 filter noisy data:
Round 74 train loss  -32.4792
Round 74 global test acc  96.5500 


Rounds 75 filter noisy data:
Round 75 train loss  -32.4409
Round 75 global test acc  97.0000 


Rounds 76 filter noisy data:
Round 76 train loss  -32.3170
Round 76 global test acc  96.9300 


Rounds 77 filter noisy data:
Round 77 train loss  -31.9602
Round 77 global test acc  96.5200 


Rounds 78 filter noisy data:
Round 78 train loss  -32.2174
Round 78 global test acc  96.7800 


Rounds 79 filter noisy data:
Round 79 train loss  -32.4168
Round 79 global test acc  97.2300 


Rounds 80 filter noisy data:
Round 80 train loss  -32.0289
Round 80 global test acc  96.9000 


Rounds 81 filter noisy data:
Round 81 train loss  -32.3796
Round 81 global test acc  97.0000 


Rounds 82 filter noisy data:
Round 82 train loss  -32.3442
Round 82 global test acc  97.2800 


Rounds 83 filter noisy data:
Round 83 train loss  -32.6773
Round 83 global test acc  97.1700 


Rounds 84 filter noisy data:
Round 84 train loss  -32.7149
Round 84 global test acc  96.9500 


Rounds 85 filter noisy data:
Round 85 train loss  -32.0321
Round 85 global test acc  96.9800 


Rounds 86 filter noisy data:
Round 86 train loss  -32.5482
Round 86 global test acc  97.0400 


Rounds 87 filter noisy data:
Round 87 train loss  -32.1466
Round 87 global test acc  97.0200 


Rounds 88 filter noisy data:
Round 88 train loss  -32.3007
Round 88 global test acc  96.9300 


Rounds 89 filter noisy data:
Round 89 train loss  -32.3268
Round 89 global test acc  97.0300 


Rounds 90 filter noisy data:
Round 90 train loss  -32.6568
Round 90 global test acc  97.1300 


Rounds 91 filter noisy data:
Round 91 train loss  -32.2396
Round 91 global test acc  97.0700 


Rounds 92 filter noisy data:
Round 92 train loss  -31.7101
Round 92 global test acc  96.9200 


Rounds 93 filter noisy data:
Round 93 train loss  -32.3130
Round 93 global test acc  97.1100 


Rounds 94 filter noisy data:
Round 94 train loss  -32.0259
Round 94 global test acc  97.0200 


Rounds 95 filter noisy data:
Round 95 train loss  -32.6192
Round 95 global test acc  97.1900 


Rounds 96 filter noisy data:
Round 96 train loss  -31.9517
Round 96 global test acc  97.1200 


Rounds 97 filter noisy data:
Round 97 train loss  -32.0560
Round 97 global test acc  96.9000 


Rounds 98 filter noisy data:
Round 98 train loss  -32.1751
Round 98 global test acc  96.8600 


Rounds 99 filter noisy data:
Round 99 train loss  -32.5062
Round 99 global test acc  97.2100 


Rounds 100 filter noisy data:
Round 100 train loss  -32.7316
Round 100 global test acc  97.2500 


Rounds 101 filter noisy data:
Round 101 train loss  -32.7810
Round 101 global test acc  97.2100 


Rounds 102 filter noisy data:
Round 102 train loss  -32.8020
Round 102 global test acc  97.3600 


Rounds 103 filter noisy data:
Round 103 train loss  -32.7670
Round 103 global test acc  97.2700 


Rounds 104 filter noisy data:
Round 104 train loss  -32.6870
Round 104 global test acc  97.4200 


Rounds 105 filter noisy data:
Round 105 train loss  -32.7569
Round 105 global test acc  97.4100 


Rounds 106 filter noisy data:
Round 106 train loss  -32.6832
Round 106 global test acc  97.3600 


Rounds 107 filter noisy data:
Round 107 train loss  -32.7822
Round 107 global test acc  97.2700 


Rounds 108 filter noisy data:
Round 108 train loss  -32.7852
Round 108 global test acc  97.4000 


Rounds 109 filter noisy data:
Round 109 train loss  -32.8121
Round 109 global test acc  97.4500 


Rounds 110 filter noisy data:
Round 110 train loss  -32.7672
Round 110 global test acc  97.4400 


Rounds 111 filter noisy data:
Round 111 train loss  -32.7260
Round 111 global test acc  97.4700 


Rounds 112 filter noisy data:
Round 112 train loss  -32.7485
Round 112 global test acc  97.3600 


Rounds 113 filter noisy data:
Round 113 train loss  -32.8182
Round 113 global test acc  97.3400 


Rounds 114 filter noisy data:
Round 114 train loss  -32.8015
Round 114 global test acc  97.3900 


Rounds 115 filter noisy data:
Round 115 train loss  -32.8086
Round 115 global test acc  97.4100 


Rounds 116 filter noisy data:
Round 116 train loss  -32.7537
Round 116 global test acc  97.3600 


Rounds 117 filter noisy data:
Round 117 train loss  -32.7705
Round 117 global test acc  97.4000 


Rounds 118 filter noisy data:
Round 118 train loss  -32.6467
Round 118 global test acc  97.4200 


Rounds 119 filter noisy data:
Round 119 train loss  -32.7092
Round 119 global test acc  97.4100 


Rounds 120 filter noisy data:
Round 120 train loss  -32.5543
Round 120 global test acc  97.3400 


Rounds 121 filter noisy data:
Round 121 train loss  -32.7873
Round 121 global test acc  97.2500 


Rounds 122 filter noisy data:
Round 122 train loss  -32.7434
Round 122 global test acc  97.3700 


Rounds 123 filter noisy data:
Round 123 train loss  -32.8170
Round 123 global test acc  97.3900 


Rounds 124 filter noisy data:
Round 124 train loss  -32.7770
Round 124 global test acc  97.4100 


Rounds 125 filter noisy data:
Round 125 train loss  -32.7777
Round 125 global test acc  97.4200 


Rounds 126 filter noisy data:
Round 126 train loss  -32.8172
Round 126 global test acc  97.4700 


Rounds 127 filter noisy data:
Round 127 train loss  -32.6720
Round 127 global test acc  97.5500 


Rounds 128 filter noisy data:
Round 128 train loss  -32.8372
Round 128 global test acc  97.4700 


Rounds 129 filter noisy data:
Round 129 train loss  -32.8121
Round 129 global test acc  97.4200 


Rounds 130 filter noisy data:
Round 130 train loss  -32.8166
Round 130 global test acc  97.4300 


Rounds 131 filter noisy data:
Round 131 train loss  -32.7756
Round 131 global test acc  97.4200 


Rounds 132 filter noisy data:
Round 132 train loss  -32.7862
Round 132 global test acc  97.3400 


Rounds 133 filter noisy data:
Round 133 train loss  -32.8136
Round 133 global test acc  97.4500 


Rounds 134 filter noisy data:
Round 134 train loss  -32.7466
Round 134 global test acc  97.4100 


Rounds 135 filter noisy data:
Round 135 train loss  -32.6563
Round 135 global test acc  97.4900 


Rounds 136 filter noisy data:
Round 136 train loss  -32.8041
Round 136 global test acc  97.4500 


Rounds 137 filter noisy data:
Round 137 train loss  -32.6384
Round 137 global test acc  97.5100 


Rounds 138 filter noisy data:
Round 138 train loss  -32.8023
Round 138 global test acc  97.4700 


Rounds 139 filter noisy data:
Round 139 train loss  -32.6353
Round 139 global test acc  97.4500 


Rounds 140 filter noisy data:
Round 140 train loss  -32.7458
Round 140 global test acc  97.3500 


Rounds 141 filter noisy data:
Round 141 train loss  -32.7983
Round 141 global test acc  97.3600 


Rounds 142 filter noisy data:
Round 142 train loss  -32.6815
Round 142 global test acc  97.4200 


Rounds 143 filter noisy data:
Round 143 train loss  -32.7998
Round 143 global test acc  97.4500 


Rounds 144 filter noisy data:
Round 144 train loss  -32.8301
Round 144 global test acc  97.4400 


Rounds 145 filter noisy data:
Round 145 train loss  -32.8110
Round 145 global test acc  97.4800 


Rounds 146 filter noisy data:
Round 146 train loss  -32.8340
Round 146 global test acc  97.4900 


Rounds 147 filter noisy data:
Round 147 train loss  -32.7896
Round 147 global test acc  97.5000 


Rounds 148 filter noisy data:
Round 148 train loss  -32.7459
Round 148 global test acc  97.4900 


Rounds 149 filter noisy data:
Round 149 train loss  -32.8029
Round 149 global test acc  97.3700 


Rounds 150 filter noisy data:
Round 150 train loss  -32.8452
Round 150 global test acc  97.4700 


Rounds 151 filter noisy data:
Round 151 train loss  -32.7996
Round 151 global test acc  97.4600 


Rounds 152 filter noisy data:
Round 152 train loss  -32.7158
Round 152 global test acc  97.4900 


Rounds 153 filter noisy data:
Round 153 train loss  -32.8095
Round 153 global test acc  97.4400 


Rounds 154 filter noisy data:
Round 154 train loss  -32.7449
Round 154 global test acc  97.4700 


Rounds 155 filter noisy data:
Round 155 train loss  -32.7896
Round 155 global test acc  97.4600 


Rounds 156 filter noisy data:
Round 156 train loss  -32.7813
Round 156 global test acc  97.4500 


Rounds 157 filter noisy data:
Round 157 train loss  -32.8289
Round 157 global test acc  97.4800 


Rounds 158 filter noisy data:
Round 158 train loss  -32.7606
Round 158 global test acc  97.4800 


Rounds 159 filter noisy data:
Round 159 train loss  -32.8158
Round 159 global test acc  97.4700 


Rounds 160 filter noisy data:
Round 160 train loss  -32.7874
Round 160 global test acc  97.4600 


Rounds 161 filter noisy data:
Round 161 train loss  -32.6932
Round 161 global test acc  97.5100 


Rounds 162 filter noisy data:
Round 162 train loss  -32.7751
Round 162 global test acc  97.4900 


Rounds 163 filter noisy data:
Round 163 train loss  -32.8058
Round 163 global test acc  97.5500 


Rounds 164 filter noisy data:
Round 164 train loss  -32.8266
Round 164 global test acc  97.5000 


Rounds 165 filter noisy data:
Round 165 train loss  -32.6699
Round 165 global test acc  97.3900 


Rounds 166 filter noisy data:
Round 166 train loss  -32.8223
Round 166 global test acc  97.4700 


Rounds 167 filter noisy data:
Round 167 train loss  -32.7427
Round 167 global test acc  97.4200 


Rounds 168 filter noisy data:
Round 168 train loss  -32.7911
Round 168 global test acc  97.4700 


Rounds 169 filter noisy data:
Round 169 train loss  -32.7388
Round 169 global test acc  97.4200 


Rounds 170 filter noisy data:
Round 170 train loss  -32.7444
Round 170 global test acc  97.4900 


Rounds 171 filter noisy data:
Round 171 train loss  -32.8398
Round 171 global test acc  97.4700 


Rounds 172 filter noisy data:
Round 172 train loss  -32.8520
Round 172 global test acc  97.5300 


Rounds 173 filter noisy data:
Round 173 train loss  -32.7099
Round 173 global test acc  97.4500 


Rounds 174 filter noisy data:
Round 174 train loss  -32.7980
Round 174 global test acc  97.4300 


Rounds 175 filter noisy data:
Round 175 train loss  -32.7234
Round 175 global test acc  97.5000 


Rounds 176 filter noisy data:
Round 176 train loss  -32.8093
Round 176 global test acc  97.5700 


Rounds 177 filter noisy data:
Round 177 train loss  -32.7811
Round 177 global test acc  97.5200 


